fecha,usuarios sin suministro edesur,usuarios sin suministro edenor
2016-12-1606:10:04,2644,443
2016-12-1607:10:04,2316,443
2016-12-1608:10:04,1828,452
2016-12-1609:10:03,1078,1028
2016-12-1610:10:06,1103,1525
2016-12-1611:10:05,12313,1394
2016-12-1612:10:05,3059,1668
2016-12-1613:10:04,2742,4854
2016-12-1614:10:04,2974,10381
2016-12-1615:10:04,2989,9875
2016-12-1616:10:05,1563,10818
2016-12-1617:10:04,1581,10674
2016-12-1618:10:04,1716,6861
2016-12-1619:10:04,4534,3742
2016-12-1620:10:04,2677,3312
2016-12-1621:10:04,1709,3129
2016-12-1622:10:04,1791,2633
2016-12-1623:10:04,1554,2669
2016-12-1700:10:04,1495,7428
2016-12-1701:10:04,1651,7427
2016-12-1702:10:03,1678,7425
2016-12-1703:10:04,1683,6417
2016-12-1704:10:04,1757,6191
2016-12-1705:10:03,1732,3609
2016-12-1706:10:04,1705,3609
2016-12-1707:10:04,6743,3609
2016-12-1708:10:04,2392,4846
2016-12-1709:10:03,1844,1779
2016-12-1710:10:04,3457,1755
2016-12-1711:10:04,3728,7435
2016-12-1712:10:04,2940,282
2016-12-1713:10:03,6743,343
2016-12-1714:10:04,3503,2964
2016-12-1715:10:04,2274,2878
2016-12-1716:10:04,2017,1629
2016-12-1717:10:03,1756,1081
2016-12-1718:10:04,7758,2970
2016-12-1719:10:04,4564,7452
2016-12-1720:10:04,5358,7116
2016-12-1721:10:04,1982,3706
2016-12-1722:10:04,1804,3782
2016-12-1723:10:04,1853,3072
2016-12-1800:10:04,1879,6167
2016-12-1801:10:31,1879,6288
2016-12-1802:10:06,2967,1967
2016-12-1803:10:07,3642,1749
2016-12-1804:10:07,3257,1730
2016-12-1805:10:05,1837,1730
2016-12-1806:10:06,1898,6977
2016-12-1807:10:05,2820,1386
2016-12-1808:10:05,1964,1244
2016-12-1809:10:05,1939,3694
2016-12-1810:10:04,1853,1474
2016-12-1811:10:04,2014,3673
2016-12-1812:10:05,9743,968
2016-12-1813:10:04,2171,864
2016-12-1814:10:05,2030,6414
2016-12-1815:10:04,2419,6159
2016-12-1816:10:05,2429,7920
2016-12-1817:10:03,2199,8041
2016-12-1818:10:05,2487,4558
2016-12-1819:10:04,1934,4309
2016-12-1820:10:05,1959,662
2016-12-1821:10:05,2010,4374
2016-12-1822:10:05,2058,3996
2016-12-1823:10:04,1894,2444
2016-12-1900:10:05,1907,1488
2016-12-1901:10:05,1921,1483
2016-12-1902:10:06,1951,656
2016-12-1903:10:04,1952,481
2016-12-1904:10:04,3943,450
2016-12-1905:10:04,3938,450
2016-12-1906:10:04,2861,450
2016-12-1907:10:04,2742,6318
2016-12-1908:10:04,2747,3580
2016-12-1909:10:05,8300,3584
2016-12-1910:10:05,10439,8441
2016-12-1911:10:04,5446,4450
2016-12-1912:10:04,2563,3532
2016-12-1913:10:04,5502,2814
2016-12-1914:10:04,2326,8695
2016-12-1915:10:04,8791,4044
2016-12-1916:10:06,8138,5588
2016-12-1917:10:04,5005,5522
2016-12-1918:10:04,4803,2721
2016-12-1919:10:05,2584,2826
2016-12-1920:10:04,2515,3527
2016-12-1921:10:04,4177,2418
2016-12-1922:10:05,3447,1456
2016-12-1923:10:05,3538,7360
2016-12-2000:10:04,1773,5175
2016-12-2001:10:06,1681,5298
2016-12-2002:10:04,3274,4211
2016-12-2003:10:04,2006,621
2016-12-2004:10:07,1924,559
2016-12-2005:10:04,1925,559
2016-12-2006:10:04,1926,559
2016-12-2007:10:05,1943,20418
2016-12-2008:10:04,5837,20416
2016-12-2009:10:05,1743,5081
2016-12-2010:10:08,1733,850
2016-12-2011:10:05,1809,701
2016-12-2012:10:05,1981,899
2016-12-2013:10:04,2177,603
2016-12-2014:10:04,2133,521
2016-12-2015:10:04,4833,436
2016-12-2016:10:04,3839,495
2016-12-2017:10:04,2221,3277
2016-12-2018:10:18,2376,3607
2016-12-2019:10:04,2276,3577
2016-12-2020:10:04,1520,5724
2016-12-2021:10:04,1510,8292
2016-12-2022:10:04,6665,1140
2016-12-2023:10:04,7788,3334
2016-12-2100:10:04,4163,3618
2016-12-2101:10:04,4174,3550
2016-12-2102:10:05,1315,1389
2016-12-2103:10:04,1316,1380
2016-12-2104:10:04,1382,1363
2016-12-2105:10:06,1380,1281
2016-12-2106:10:04,1433,1281
2016-12-2107:10:03,1437,3730
2016-12-2108:10:06,1287,3695
2016-12-2109:10:04,6139,3423
2016-12-2110:10:03,1554,2665
2016-12-2111:10:04,1556,2587
2016-12-2112:10:05,1671,5000
2016-12-2113:10:04,1703,3901
2016-12-2114:10:04,7974,3180
2016-12-2115:10:04,9702,3783
2016-12-2116:10:04,9369,6173
2016-12-2117:10:04,24983,2364
2016-12-2118:10:05,14210,5068
2016-12-2119:10:04,16948,4941
2016-12-2120:10:04,15544,5260
2016-12-2121:10:04,20898,5734
2016-12-2122:10:04,32415,6151
2016-12-2123:10:04,28705,7556
2016-12-2200:10:04,29403,8058
2016-12-2201:10:04,30178,8778
2016-12-2202:10:05,4106,8921
2016-12-2203:10:04,4546,9262
2016-12-2204:10:04,8510,9300
2016-12-2205:10:03,9622,9280
2016-12-2206:10:04,9126,9243
2016-12-2207:10:04,12408,9243
2016-12-2208:10:05,9243,9023
2016-12-2209:10:04,9992,8775
2016-12-2210:10:05,10222,5983
2016-12-2211:10:05,9612,6091
2016-12-2212:10:05,12983,5783
2016-12-2213:10:07,13036,11950
2016-12-2214:10:05,12871,13804
2016-12-2215:10:04,9040,13550
2016-12-2216:10:06,9319,12175
2016-12-2217:10:08,8097,11925
2016-12-2218:10:03,7875,11485
2016-12-2219:10:04,11881,11183
2016-12-2220:10:04,12031,10478
2016-12-2221:10:04,10400,10154
2016-12-2222:10:04,7060,9890
2016-12-2223:10:05,3237,9873
2016-12-2300:10:04,7714,18668
2016-12-2301:10:04,7798,18668
2016-12-2302:10:04,13680,21475
2016-12-2303:10:04,10678,27377
2016-12-2304:10:05,10082,27377
2016-12-2305:10:04,10082,27377
2016-12-2306:10:04,10086,13305
2016-12-2307:10:05,4849,13305
2016-12-2308:10:04,4919,13305
2016-12-2309:10:05,3320,6277
2016-12-2310:10:04,3053,6280
2016-12-2311:10:04,3255,7305
2016-12-2312:10:05,5863,6765
2016-12-2313:10:04,5852,5565
2016-12-2314:10:04,5973,5471
2016-12-2315:10:04,3523,5309
2016-12-2316:10:04,3524,5335
2016-12-2317:10:04,6260,2916
2016-12-2318:10:05,3163,2848
2016-12-2319:10:06,3115,2944
2016-12-2320:10:04,4526,2279
2016-12-2321:10:04,5216,2495
2016-12-2322:10:04,5209,1425
2016-12-2323:10:04,4119,1179
2016-12-2400:10:04,3972,1316
2016-12-2401:10:04,3915,1399
2016-12-2402:10:05,9902,1161
2016-12-2403:10:04,11200,2338
2016-12-2404:10:06,2413,1282
2016-12-2405:10:04,1893,1021
2016-12-2406:10:04,1899,944
2016-12-2407:10:03,1591,902
2016-12-2408:10:03,4489,850
2016-12-2409:10:04,4445,818
2016-12-2410:10:05,2977,799
2016-12-2411:10:04,1371,677
2016-12-2412:10:04,7263,556
2016-12-2413:10:04,8120,535
2016-12-2414:10:04,5745,507
2016-12-2415:10:03,6729,2946
2016-12-2416:10:04,4444,783
2016-12-2417:10:04,7236,309
2016-12-2418:10:04,10333,4366
2016-12-2419:10:04,5616,4359
2016-12-2420:10:04,4070,325
2016-12-2421:10:04,3592,4540
2016-12-2422:10:04,2591,579
2016-12-2423:10:05,2688,617
2016-12-2500:10:04,2688,722
2016-12-2501:10:06,2688,722
2016-12-2502:10:07,4854,4858
2016-12-2503:10:07,2866,814
2016-12-2504:10:08,2186,795
2016-12-2505:10:08,4001,776
2016-12-2506:10:06,4002,776
2016-12-2507:10:07,4006,824
2016-12-2508:10:07,16648,1023
2016-12-2509:10:05,32817,52460
2016-12-2510:10:06,24666,45823
2016-12-2511:10:05,21004,47429
2016-12-2512:10:06,22840,28392
2016-12-2513:10:05,19576,25718
2016-12-2514:10:04,10585,22946
2016-12-2515:10:05,9128,17082
2016-12-2516:10:06,8029,14212
2016-12-2517:10:06,13520,10792
2016-12-2518:10:05,10284,9084
2016-12-2519:10:04,6861,6904
2016-12-2520:10:04,5971,7088
2016-12-2521:10:05,4922,5932
2016-12-2522:10:05,3083,4703
2016-12-2523:10:04,4185,4735
2016-12-2600:10:05,3182,5328
2016-12-2601:10:05,3182,5432
2016-12-2602:10:05,3629,4957
2016-12-2603:10:05,3629,7438
2016-12-2604:10:04,8364,5996
2016-12-2605:10:05,4454,10976
2016-12-2606:10:06,5603,12860
2016-12-2607:10:06,6958,10811
2016-12-2608:10:05,4899,10204
2016-12-2609:10:08,3940,7937
2016-12-2610:10:04,3415,4329
2016-12-2611:10:08,3008,4141
2016-12-2612:10:07,3096,3987
2016-12-2613:10:04,5207,4076
2016-12-2614:10:05,5268,4125
2016-12-2615:10:08,5268,4125
2016-12-2616:10:06,5128,4064
2016-12-2617:10:07,4437,1789
2016-12-2618:10:05,2647,1408
2016-12-2619:10:05,2688,1496
2016-12-2620:10:06,2666,7638
2016-12-2621:10:06,1775,7971
2016-12-2622:10:06,1799,1834
2016-12-2623:10:05,4288,1705
2016-12-2700:10:07,2893,1788
2016-12-2701:10:13,2830,1569
2016-12-2702:10:09,10145,1496
2016-12-2703:10:05,5701,1496
2016-12-2704:10:05,3023,2189
2016-12-2705:10:04,1940,2122
2016-12-2706:10:05,1950,3727
2016-12-2707:10:06,5386,2399
2016-12-2708:10:06,5469,2469
2016-12-2709:10:04,5490,2406
2016-12-2710:10:05,6596,1323
2016-12-2711:10:04,2058,2076
2016-12-2712:10:06,2152,2307
2016-12-2713:10:06,5463,1883
2016-12-2714:10:05,6143,2446
2016-12-2715:10:05,4692,1072
2016-12-2716:10:05,1283,1036
2016-12-2717:10:09,1422,1126
2016-12-2718:10:04,1419,1260
2016-12-2719:10:11,1349,1097
2016-12-2720:10:04,1268,3616
2016-12-2721:10:06,6827,6730
2016-12-2722:10:05,16432,3265
2016-12-2723:10:04,7126,6103
2016-12-2800:10:04,7900,1796
2016-12-2801:10:04,7880,1678
2016-12-2802:10:05,3061,1608
2016-12-2803:10:04,1737,1608
2016-12-2804:10:04,1788,1537
2016-12-2805:10:05,1788,1537
2016-12-2806:10:05,1758,1553
2016-12-2807:10:05,1758,624
2016-12-2808:10:03,1667,3724
2016-12-2809:10:04,1842,4493
2016-12-2810:10:04,1934,3371
2016-12-2811:10:04,2010,1363
2016-12-2812:10:04,2172,900
2016-12-2813:10:04,1418,344
2016-12-2814:10:04,1520,325
2016-12-2815:10:06,3672,482
2016-12-2816:10:04,5257,2061
2016-12-2817:10:04,12499,2282
2016-12-2818:10:04,12580,681
2016-12-2819:10:04,12422,3760
2016-12-2820:10:05,9416,4361
2016-12-2821:10:04,9432,623
2016-12-2822:10:04,12161,892
2016-12-2823:10:04,11972,3517
2016-12-2900:10:05,11975,3681
2016-12-2901:10:04,11884,3732
2016-12-2902:10:05,6309,2901
2016-12-2903:10:04,5349,1245
2016-12-2904:10:04,6911,1170
2016-12-2905:10:04,3839,1170
2016-12-2906:10:04,1824,1040
2016-12-2907:10:04,1839,3255
2016-12-2908:10:04,1422,6264
2016-12-2909:10:04,1589,6939
2016-12-2910:10:04,1793,7320
2016-12-2911:10:04,1686,6987
2016-12-2912:10:04,1794,5031
2016-12-2913:10:05,1617,4782
2016-12-2914:10:04,1623,4425
2016-12-2915:10:05,3938,3266
2016-12-2916:10:04,10471,1473
2016-12-2917:10:04,10295,1390
2016-12-2918:10:04,8143,2812
2016-12-2919:10:04,8171,2809
2016-12-2920:10:04,8350,3031
2016-12-2921:10:04,11290,2833
2016-12-2922:10:04,13597,2990
2016-12-2923:10:04,16146,2429
2016-12-3000:10:04,14774,2727
2016-12-3001:10:04,14703,3044
2016-12-3002:10:04,3997,2334
2016-12-3003:10:04,6081,2189
2016-12-3004:10:04,2469,2050
2016-12-3005:10:04,2148,1869
2016-12-3006:10:04,2213,1869
2016-12-3007:10:03,2134,5599
2016-12-3008:10:04,1887,5856
2016-12-3009:10:04,1724,7181
2016-12-3010:10:04,2012,7343
2016-12-3011:10:04,1838,3884
2016-12-3012:10:04,5559,3668
2016-12-3013:10:05,2045,3355
2016-12-3014:10:05,2214,2195
2016-12-3015:10:04,2396,2115
2016-12-3016:10:05,15899,8417
2016-12-3017:10:03,23193,12185
2016-12-3018:10:04,21181,9592
2016-12-3019:10:04,33489,3869
2016-12-3020:10:03,12644,3618
2016-12-3021:10:04,11878,4125
2016-12-3022:10:04,4910,6209
2016-12-3023:10:04,4565,11170
2016-12-3100:10:04,4673,13267
2016-12-3101:10:04,4667,13457
2016-12-3102:10:05,12304,11003
2016-12-3103:10:04,9231,10936
2016-12-3104:10:05,6465,11012
2016-12-3105:10:04,5817,4230
2016-12-3106:10:04,5841,7346
2016-12-3107:10:04,7571,7370
2016-12-3108:10:04,7246,4198
2016-12-3109:10:05,6738,3358
2016-12-3110:10:03,3420,3212
2016-12-3111:10:04,2135,6202
2016-12-3112:10:04,2181,3685
2016-12-3113:10:05,2188,1873
2016-12-3114:10:04,2421,1910
2016-12-3115:10:04,4030,4213
2016-12-3116:10:03,2780,5774
2016-12-3117:10:04,3347,4729
2016-12-3118:10:04,3092,5834
2016-12-3119:10:04,4813,7949
2016-12-3120:10:04,7706,11202
2016-12-3121:10:04,3587,4451
2016-12-3122:10:04,12576,3058
2016-12-3123:10:03,8850,2974
2017-01-0100:10:04,6890,3084
2017-01-0101:10:05,6963,3084
2017-01-0102:10:10,11933,12403
2017-01-0103:10:07,6342,14601
2017-01-0104:10:09,5535,9072
2017-01-0105:10:04,14547,7477
2017-01-0106:10:05,15260,7339
2017-01-0107:10:05,17034,7368
2017-01-0108:10:05,11752,5886
2017-01-0109:10:04,9308,5804
2017-01-0110:10:04,13270,6186
2017-01-0111:10:04,4254,5674
2017-01-0112:10:05,3908,8256
2017-01-0113:10:04,3816,6506
2017-01-0114:10:04,3800,3607
2017-01-0115:10:04,8802,2566
2017-01-0116:10:05,7987,2426
2017-01-0117:10:04,6263,2227
2017-01-0118:10:04,12077,1997
2017-01-0119:10:05,4767,3229
2017-01-0120:10:05,4144,7331
2017-01-0121:10:04,4213,4463
2017-01-0122:10:04,4753,2366
2017-01-0123:10:04,3846,6996
2017-01-0200:10:04,4260,4386
2017-01-0201:10:04,5017,4358
2017-01-0202:10:04,4788,2289
2017-01-0203:10:04,6127,2261
2017-01-0204:10:03,5381,4397
2017-01-0205:10:04,5476,4304
2017-01-0206:10:04,5639,2063
2017-01-0207:10:05,5568,5145
2017-01-0208:10:04,5139,2109
2017-01-0209:10:05,5142,2068
2017-01-0210:10:04,4861,4806
2017-01-0211:10:04,4222,5203
2017-01-0212:10:04,8297,5184
2017-01-0213:10:04,6773,6976
2017-01-0214:10:04,5820,9772
2017-01-0215:10:05,5174,10908
2017-01-0218:10:04,7783,10648
2017-01-0219:10:04,5686,5472
2017-01-0220:10:04,5726,3161
2017-01-0221:10:04,4788,3160
2017-01-0222:10:04,9566,8139
2017-01-0223:10:04,13057,6545
2017-01-0300:10:04,9789,4338
2017-01-0301:10:04,9961,4412
2017-01-0302:10:04,12343,2584
2017-01-0303:10:05,6137,5665
2017-01-0304:10:04,6085,5593
2017-01-0305:10:04,5909,5462
2017-01-0306:10:04,5842,2424
2017-01-0307:10:04,17302,5532
2017-01-0308:10:04,16028,4112
2017-01-0309:10:03,9708,3636
2017-01-0310:10:04,11322,3126
2017-01-0311:10:04,13280,9907
2017-01-0312:10:05,17234,14318
2017-01-0313:10:07,20353,6736
2017-01-0314:10:04,22929,13979
2017-01-0315:10:06,25683,15970
2017-01-0316:10:05,13965,12220
2017-01-0317:10:05,14854,9201
2017-01-0318:10:04,15848,7005
2017-01-0319:10:04,11895,6007
2017-01-0320:10:04,12263,3914
2017-01-0321:10:04,9480,5963
2017-01-0322:10:05,8034,5045
2017-01-0323:10:04,8642,3799
2017-01-0400:10:05,11824,4576
2017-01-0401:10:05,11824,4698
2017-01-0402:10:04,11266,3857
2017-01-0403:10:04,10692,3966
2017-01-0404:10:05,5436,3940
2017-01-0405:10:04,6381,3940
2017-01-0406:10:04,9889,7299
2017-01-0407:10:04,9888,6495
2017-01-0408:10:05,7675,4999
2017-01-0409:10:05,6899,5354
2017-01-0410:10:04,4296,3465
2017-01-0411:10:04,6713,3148
2017-01-0412:10:04,7889,3373
2017-01-0413:10:04,6726,2551
2017-01-0414:10:04,6655,1808
2017-01-0415:10:04,6672,1731
2017-01-0416:10:07,4471,3964
2017-01-0417:10:05,6371,4465
2017-01-0418:10:06,11055,3959
2017-01-0419:10:04,13421,4522
2017-01-0420:10:04,12073,3369
2017-01-0421:10:04,8933,5056
2017-01-0422:10:04,6681,3462
2017-01-0423:10:04,3742,4656
2017-01-0500:10:04,3651,4715
2017-01-0501:10:05,3563,4748
2017-01-0502:10:04,6462,1062
2017-01-0503:10:05,3281,2681
2017-01-0504:10:06,2984,2681
2017-01-0505:10:04,3049,2635
2017-01-0506:10:05,3150,1171
2017-01-0507:10:04,7225,1130
2017-01-0508:10:04,8955,1324
2017-01-0509:10:04,6042,1239
2017-01-0510:10:07,6338,5733
2017-01-0511:10:04,8446,3330
2017-01-0512:10:06,4806,4897
2017-01-0513:10:05,4772,4365
2017-01-0514:10:04,4562,4411
2017-01-0515:10:04,4531,3315
2017-01-0516:10:04,7071,4110
2017-01-0517:10:05,3339,3325
2017-01-0518:10:04,3133,3940
2017-01-0519:10:05,2982,4009
2017-01-0520:10:04,3000,9682
2017-01-0521:10:04,5168,8146
2017-01-0522:10:04,5115,2969
2017-01-0523:10:05,5104,7361
2017-01-0600:10:05,2676,4805
2017-01-0601:10:04,2592,4805
2017-01-0602:10:04,2559,4416
2017-01-0603:10:04,2565,3986
2017-01-0604:10:05,2565,3084
2017-01-0605:10:04,2439,2720
2017-01-0606:10:04,2439,2867
2017-01-0607:10:05,2388,6572
2017-01-0608:10:04,2272,1381
2017-01-0609:10:04,2081,3384
2017-01-0610:10:04,2115,6463
2017-01-0611:10:04,2311,7013
2017-01-0612:10:03,2186,4422
2017-01-0613:10:04,3560,3691
2017-01-0614:10:04,2229,3261
2017-01-0615:10:04,2111,2187
2017-01-0616:10:04,2154,1931
2017-01-0617:10:05,6983,1057
2017-01-0618:10:03,1937,401
2017-01-0619:10:05,5803,387
2017-01-0620:10:04,9489,2869
2017-01-0621:10:04,3261,2989
2017-01-0622:10:04,4650,8739
2017-01-0623:10:05,4063,4428
2017-01-0700:10:03,4020,4561
2017-01-0701:10:04,3823,4562
2017-01-0702:10:04,2034,4562
2017-01-0703:10:04,2077,528
2017-01-0704:10:04,2036,513
2017-01-0705:10:04,2036,513
2017-01-0706:10:04,2106,490
2017-01-0707:10:04,2410,614
2017-01-0708:10:04,3140,611
2017-01-0709:10:04,2652,926
2017-01-0710:10:04,2414,1924
2017-01-0711:10:06,2219,1925
2017-01-0712:10:04,2202,1970
2017-01-0713:10:05,2021,6078
2017-01-0714:10:04,4805,5324
2017-01-0715:10:05,4453,1135
2017-01-0716:10:05,4815,10453
2017-01-0717:10:05,3661,8322
2017-01-0718:10:04,2951,4716
2017-01-0719:10:04,2818,5046
2017-01-0720:10:04,2237,2568
2017-01-0721:10:04,8100,2590
2017-01-0722:10:04,10419,2620
2017-01-0723:10:04,20592,2967
2017-01-0800:10:04,32773,5254
2017-01-0801:10:06,32857,5611
2017-01-0802:10:10,35747,39859
2017-01-0803:10:07,29173,42556
2017-01-0804:10:05,17232,42524
2017-01-0805:10:07,12093,42444
2017-01-0806:10:05,5152,39682
2017-01-0807:10:08,5335,40623
2017-01-0808:10:04,5577,44094
2017-01-0809:10:06,5108,33749
2017-01-0810:10:06,6362,28024
2017-01-0811:10:05,6324,27498
2017-01-0812:10:05,11521,28820
2017-01-0813:10:06,11962,22567
2017-01-0814:10:04,12643,18458
2017-01-0815:10:05,12944,7718
2017-01-0816:10:06,10553,8597
2017-01-0817:10:04,10411,9488
2017-01-0818:10:05,7191,6003
2017-01-0819:10:05,7263,5707
2017-01-0820:10:04,11613,3185
2017-01-0821:10:05,8765,2768
2017-01-0822:10:06,3980,3896
2017-01-0823:10:05,5064,2247
2017-01-0900:10:04,4994,2268
2017-01-0901:10:07,5009,2254
2017-01-0902:10:04,4910,2306
2017-01-0903:10:05,6097,1818
2017-01-0904:10:05,2264,1749
2017-01-0905:10:05,5257,1749
2017-01-0906:10:06,4680,2232
2017-01-0907:10:05,4862,3321
2017-01-0908:10:04,3784,2565
2017-01-0909:10:07,4393,2903
2017-01-0910:10:05,4411,2070
2017-01-0911:10:06,2717,2164
2017-01-0912:10:05,3035,4585
2017-01-0913:10:06,5526,4572
2017-01-0914:10:05,6171,2081
2017-01-0915:10:09,5418,3248
2017-01-0916:10:06,8345,1911
2017-01-0917:10:04,16497,4928
2017-01-0918:10:05,16173,5215
2017-01-0919:10:04,40245,19836
2017-01-0920:10:06,114680,80707
2017-01-0921:10:05,109243,73358
2017-01-0922:10:08,100527,59997
2017-01-0923:10:06,91619,55117
2017-01-1000:10:04,82063,52487
2017-01-1001:10:05,81965,52497
2017-01-1002:10:05,60412,46499
2017-01-1003:10:04,55783,40002
2017-01-1004:10:06,54464,40887
2017-01-1005:10:05,39397,40887
2017-01-1006:10:06,35661,36406
2017-01-1007:10:04,32537,29941
2017-01-1008:10:06,33814,25840
2017-01-1009:10:04,32681,23260
2017-01-1010:10:05,24943,21799
2017-01-1011:10:05,24188,21667
2017-01-1012:10:04,21620,20480
2017-01-1013:10:04,21672,17391
2017-01-1014:10:04,18412,17470
2017-01-1015:10:05,20039,14684
2017-01-1016:10:05,18936,19101
2017-01-1017:10:04,12581,22434
2017-01-1018:10:04,13503,17501
2017-01-1019:10:04,17157,15840
2017-01-1020:10:05,16945,16653
2017-01-1021:10:05,15367,14691
2017-01-1022:10:06,10958,13043
2017-01-1023:10:06,9246,9844
2017-01-1100:10:05,9211,5007
2017-01-1101:10:08,9226,4981
2017-01-1102:10:04,7237,4999
2017-01-1103:10:04,7239,4999
2017-01-1104:10:05,7851,3020
2017-01-1105:10:04,6418,7398
2017-01-1106:10:04,15819,3020
2017-01-1107:10:04,11774,3143
2017-01-1108:10:04,11376,4583
2017-01-1109:10:04,13187,3758
2017-01-1110:10:12,17841,3453
2017-01-1111:10:04,9408,3663
2017-01-1112:10:05,14514,7045
2017-01-1113:10:13,14568,7357
2017-01-1114:10:06,9879,5051
2017-01-1115:10:05,8470,3911
2017-01-1116:10:05,5256,3882
2017-01-1117:10:04,10012,2488
2017-01-1118:10:04,9765,2549
2017-01-1119:10:03,24772,2164
2017-01-1120:10:04,16097,2165
2017-01-1121:10:04,10014,2181
2017-01-1122:10:04,6409,1654
2017-01-1123:10:04,6125,1685
2017-01-1200:10:04,3824,1818
2017-01-1201:10:04,3720,1845
2017-01-1202:10:04,13128,1842
2017-01-1203:10:04,3587,1842
2017-01-1204:10:05,1206,1771
2017-01-1205:10:04,3587,1771
2017-01-1206:10:04,3764,1590
2017-01-1207:10:04,4908,1590
2017-01-1208:10:05,3934,8562
2017-01-1209:10:04,3880,6099
2017-01-1210:10:04,3844,6050
2017-01-1211:10:04,3743,5904
2017-01-1212:10:04,10418,3265
2017-01-1213:10:04,6108,3117
2017-01-1214:10:04,2891,6328
2017-01-1215:10:04,2198,8202
2017-01-1216:10:04,8140,18194
2017-01-1217:10:04,9764,7947
2017-01-1218:10:04,12519,5779
2017-01-1219:10:04,8782,5391
2017-01-1220:10:03,7872,5971
2017-01-1221:10:04,8441,4264
2017-01-1222:10:04,4795,8272
2017-01-1223:10:05,20603,9016
2017-01-1300:10:04,17727,9988
2017-01-1301:10:04,17752,10175
2017-01-1302:10:04,27240,9153
2017-01-1303:10:04,22227,9033
2017-01-1304:10:04,20410,8870
2017-01-1305:10:04,10948,8870
2017-01-1306:10:04,7028,3933
2017-01-1307:10:03,12097,3920
2017-01-1308:10:04,11818,4242
2017-01-1309:10:05,10697,4394
2017-01-1310:10:05,8415,8474
2017-01-1311:10:04,13074,10296
2017-01-1312:10:04,9813,7427
2017-01-1313:10:04,9812,4179
2017-01-1314:10:04,7538,3615
2017-01-1315:10:04,9025,2995
2017-01-1316:10:04,9788,3243
2017-01-1317:10:05,8126,4386
2017-01-1318:10:05,11111,4639
2017-01-1319:10:05,8359,5065
2017-01-1320:10:05,10936,4497
2017-01-1321:10:04,7004,3423
2017-01-1322:10:04,5591,4457
2017-01-1323:10:04,4945,3981
2017-01-1400:10:04,4890,2713
2017-01-1401:10:03,4812,2775
2017-01-1402:10:04,3974,6019
2017-01-1403:10:03,23174,6019
2017-01-1404:10:04,5956,6019
2017-01-1405:10:04,5131,5988
2017-01-1406:10:04,3015,2151
2017-01-1407:10:04,172,6479
2017-01-1408:10:04,3424,9204
2017-01-1409:10:05,2705,4346
2017-01-1410:10:06,5253,4293
2017-01-1411:10:04,4453,1943
2017-01-1412:10:04,4607,1760
2017-01-1413:10:04,4414,1814
2017-01-1414:10:03,4574,1687
2017-01-1415:10:05,3505,1483
2017-01-1416:10:04,10369,1253
2017-01-1417:10:04,9157,1248
2017-01-1418:10:04,10847,1236
2017-01-1419:10:04,6472,1030
2017-01-1420:10:05,6498,956
2017-01-1421:10:04,7134,595
2017-01-1422:10:04,4193,447
2017-01-1423:10:05,2679,289
2017-01-1500:10:04,2685,313
2017-01-1501:10:05,2497,313
2017-01-1502:10:04,2497,13588
2017-01-1503:10:06,2593,9583
2017-01-1504:10:05,2593,6298
2017-01-1505:10:05,2593,6298
2017-01-1506:10:04,4960,8952
2017-01-1507:10:04,4707,4824
2017-01-1508:10:05,4044,7713
2017-01-1509:10:04,2231,6770
2017-01-1510:10:04,5133,5413
2017-01-1511:10:04,5192,959
2017-01-1512:10:03,2562,578
2017-01-1513:10:04,2570,1385
2017-01-1514:10:05,2477,2286
2017-01-1515:10:04,1434,2155
2017-01-1516:10:04,2367,1707
2017-01-1517:10:05,12382,1725
2017-01-1518:10:05,10494,12657
2017-01-1519:10:03,10553,13948
2017-01-1520:10:04,7575,14579
2017-01-1521:10:05,3989,20770
2017-01-1522:10:05,6737,14214
2017-01-1523:10:05,6495,16266
2017-01-1600:10:04,6521,9557
2017-01-1601:10:03,6556,9567
2017-01-1602:10:04,10622,20885
2017-01-1603:10:04,8056,20852
2017-01-1604:10:04,5480,14234
2017-01-1605:10:04,9293,14158
2017-01-1606:10:04,6208,5081
2017-01-1607:10:04,5691,5058
2017-01-1608:10:06,5603,5057
2017-01-1609:10:05,5704,5057
2017-01-1610:10:04,5780,10076
2017-01-1611:10:03,5753,22715
2017-01-1612:10:04,7079,22220
2017-01-1613:10:05,7099,16941
2017-01-1614:10:04,4925,17814
2017-01-1615:10:04,6499,14867
2017-01-1616:10:04,12904,15026
2017-01-1617:10:04,5455,16474
2017-01-1618:10:04,7629,17075
2017-01-1619:10:04,9028,14908
2017-01-1620:10:03,5864,6720
2017-01-1621:10:04,3648,4623
2017-01-1622:10:04,9323,4562
2017-01-1623:10:04,2974,4492
2017-01-1700:10:03,2993,683
2017-01-1701:10:05,2876,626
2017-01-1702:10:04,2370,681
2017-01-1703:10:03,4755,708
2017-01-1704:10:05,3443,619
2017-01-1705:10:04,2881,592
2017-01-1706:10:03,2882,592
2017-01-1707:10:04,2882,592
2017-01-1708:10:04,3139,2712
2017-01-1709:10:04,5886,2691
2017-01-1710:10:04,6150,4282
2017-01-1711:10:04,4135,6183
2017-01-1712:10:04,3616,6038
2017-01-1713:10:04,2977,4067
2017-01-1714:10:04,2475,2324
2017-01-1715:10:04,2171,4233
2017-01-1716:10:04,2074,4213
2017-01-1717:10:04,2240,3780
2017-01-1718:10:03,2337,771
2017-01-1719:10:04,2246,3330
