fecha,usuarios sin suministro edesur,usuarios sin suministro edenor
2016-04-1905:10:04,14156,19129
2016-04-1906:10:04,13893,7122
2016-04-1907:10:05,9682,445
2016-04-1908:10:03,17484,4302
2016-04-1909:10:05,13482,3728
2016-04-1910:10:03,13804,7377
2016-04-1911:10:04,10073,6314
2016-04-1912:10:04,12303,5121
2016-04-1913:10:04,12265,8580
2016-04-1914:10:04,12616,7885
2016-04-1915:10:04,5704,8587
2016-04-1916:10:04,3905,11166
2016-04-1917:10:03,3459,7554
2016-04-1918:10:04,3542,5240
2016-04-1919:10:05,3575,5152
2016-04-1920:10:04,1228,8738
2016-04-1921:10:04,9701,8702
2016-04-1922:10:05,11496,4379
2016-04-1923:10:03,3064,1217
2016-04-2000:10:04,3265,1217
2016-04-2001:10:04,3167,1238
2016-04-2002:10:03,465,1290
2016-04-2003:10:03,3028,383
2016-04-2004:10:04,7934,383
2016-04-2005:10:07,7944,383
2016-04-2006:10:04,14169,383
2016-04-2007:10:04,13987,383
2016-04-2008:10:04,10382,472
2016-04-2009:10:05,14237,1116
2016-04-2010:10:04,14256,1623
2016-04-2011:10:08,14229,1535
2016-04-2012:10:05,12939,1509
2016-04-2013:10:04,7335,899
2016-04-2014:10:03,8892,13131
2016-04-2015:10:05,8668,5298
2016-04-2016:10:05,5184,1952
2016-04-2017:10:05,5215,1981
2016-04-2018:10:04,3896,1960
2016-04-2019:10:04,4295,1936
2016-04-2020:10:07,4137,4845
2016-04-2021:10:04,3641,3573
2016-04-2022:10:04,18821,3449
2016-04-2023:10:05,12157,1529
2016-04-2100:10:04,12535,1607
2016-04-2101:10:05,12150,1590
2016-04-2102:10:10,3637,1125
2016-04-2103:10:05,3633,1099
2016-04-2104:10:04,3926,1010
2016-04-2105:10:05,3931,1010
2016-04-2106:10:04,3696,2173
2016-04-2107:10:04,3279,2173
2016-04-2108:10:05,3252,2204
2016-04-2109:10:03,3096,1387
2016-04-2110:10:05,3259,1780
2016-04-2111:10:04,5058,1205
2016-04-2112:10:05,6508,671
2016-04-2113:10:04,3481,609
2016-04-2114:10:04,3427,643
2016-04-2115:10:05,3386,2231
2016-04-2116:10:07,3279,9636
2016-04-2117:10:03,3417,8710
2016-04-2118:10:05,3397,3416
2016-04-2119:10:04,3480,1051
2016-04-2120:10:04,8210,966
2016-04-2121:10:04,10727,915
2016-04-2122:10:04,8111,517
2016-04-2123:10:04,5643,1217
2016-04-2200:10:04,4856,887
2016-04-2201:10:03,4817,901
2016-04-2202:10:04,4818,895
2016-04-2203:10:04,2934,1867
2016-04-2204:10:04,3342,1030
2016-04-2205:10:04,2808,1030
2016-04-2206:10:05,3304,398
2016-04-2207:10:05,8100,468
2016-04-2208:10:04,7894,427
2016-04-2209:10:04,5928,1983
2016-04-2210:10:03,3431,1038
2016-04-2211:10:04,6589,6325
2016-04-2212:10:03,3409,5279
2016-04-2213:10:04,5412,5219
2016-04-2214:10:04,5347,5412
2016-04-2215:10:04,5465,3506
2016-04-2216:10:05,5523,892
2016-04-2217:10:04,5518,1701
2016-04-2218:10:04,3661,1007
2016-04-2219:10:04,5261,2426
2016-04-2220:10:03,5344,1340
2016-04-2221:10:04,5793,3243
2016-04-2222:10:04,5283,3219
2016-04-2223:10:05,8978,722
2016-04-2300:10:05,5271,765
2016-04-2301:10:04,5297,660
2016-04-2302:10:04,3968,4519
2016-04-2303:10:04,7789,1120
2016-04-2304:10:04,11735,1190
2016-04-2305:10:04,9795,1190
2016-04-2306:10:03,4838,4677
2016-04-2307:10:04,4933,7990
2016-04-2308:10:04,4938,7078
2016-04-2309:10:06,4823,2158
2016-04-2310:10:04,4957,6854
2016-04-2311:10:07,8697,1507
2016-04-2312:10:04,8339,1235
2016-04-2313:10:04,4574,1030
2016-04-2314:10:05,4589,6354
2016-04-2315:10:04,4418,1914
2016-04-2316:10:06,3749,7745
2016-04-2317:10:03,3381,327
2016-04-2318:10:04,6188,200
2016-04-2319:10:03,5329,125
2016-04-2320:10:04,3462,189
2016-04-2321:10:03,5934,206
2016-04-2322:10:06,7112,216
2016-04-2323:10:04,2721,275
2016-04-2400:10:04,2500,242
2016-04-2401:10:05,2461,242
2016-04-2402:10:04,1483,273
2016-04-2403:10:04,1484,273
2016-04-2404:10:04,1484,273
2016-04-2405:10:05,1196,273
2016-04-2406:10:04,1102,273
2016-04-2407:10:04,1108,273
2016-04-2408:10:04,1109,1269
2016-04-2409:10:04,1003,1450
2016-04-2410:10:04,1309,1475
2016-04-2411:10:05,1562,1403
2016-04-2412:10:04,1567,2158
2016-04-2413:10:06,1551,1208
2016-04-2414:10:04,1370,1145
2016-04-2415:10:04,1200,355
2016-04-2416:10:04,4167,324
2016-04-2417:10:06,1065,388
2016-04-2418:10:05,1151,386
2016-04-2419:10:05,1235,237
2016-04-2420:10:05,999,698
2016-04-2421:10:05,1210,662
2016-04-2422:10:05,1175,3527
2016-04-2423:10:07,1106,1676
2016-04-2500:10:04,1123,2303
2016-04-2501:10:21,1092,2415
2016-04-2502:10:04,1067,6131
2016-04-2503:10:03,3996,6113
2016-04-2504:10:05,3988,6113
2016-04-2505:10:04,6979,2798
2016-04-2506:10:03,4324,4670
2016-04-2507:10:04,4284,5721
2016-04-2508:10:04,2783,6051
2016-04-2509:10:04,2791,5368
2016-04-2510:10:04,2890,5431
2016-04-2511:10:04,2974,7083
2016-04-2512:10:04,5784,5475
2016-04-2513:10:04,5901,8082
2016-04-2514:10:06,5964,6712
2016-04-2515:10:05,5302,6235
2016-04-2516:10:05,7211,6672
2016-04-2517:10:04,3591,5527
2016-04-2518:10:04,1999,4473
2016-04-2519:10:05,2132,4393
2016-04-2520:10:04,2200,9855
2016-04-2521:10:05,12753,7452
2016-04-2522:10:03,14539,7544
2016-04-2523:10:04,13731,7496
2016-04-2600:10:04,11708,5668
2016-04-2601:10:05,11688,5710
2016-04-2602:10:05,2346,2172
2016-04-2603:10:05,2353,2205
2016-04-2604:10:05,2282,2996
2016-04-2605:10:05,2282,2969
2016-04-2606:10:04,2229,2536
2016-04-2607:10:05,4686,2406
2016-04-2608:10:04,4463,2365
2016-04-2609:10:04,4661,3886
2016-04-2610:10:05,3448,4744
2016-04-2611:10:06,6674,7022
2016-04-2612:10:04,3313,8888
2016-04-2613:10:04,3341,8729
2016-04-2614:10:04,5379,13048
2016-04-2615:10:04,4663,11301
2016-04-2616:10:08,4737,8102
2016-04-2617:10:04,4781,7499
2016-04-2618:10:03,2621,5147
2016-04-2619:10:04,2624,5114
2016-04-2620:10:04,9249,6303
2016-04-2621:10:03,45313,23339
2016-04-2622:10:04,43004,16252
2016-04-2623:10:08,36247,20207
2016-04-2700:10:05,28238,9233
2016-04-2701:10:05,28261,9233
2016-04-2702:10:05,16055,7949
2016-04-2703:10:04,8814,4253
2016-04-2704:10:04,9292,6832
2016-04-2705:10:05,4581,3760
2016-04-2706:10:04,3968,7257
2016-04-2707:10:04,3973,7120
2016-04-2708:10:04,4067,5996
2016-04-2709:10:05,4252,12345
2016-04-2710:10:04,4271,7798
2016-04-2711:10:04,4438,8048
2016-04-2712:10:04,4567,8049
2016-04-2713:10:05,4322,6953
2016-04-2714:10:03,4363,6872
2016-04-2715:10:04,4324,6429
2016-04-2716:10:06,3259,5204
2016-04-2717:10:04,3229,4928
2016-04-2718:10:05,3216,3609
2016-04-2719:10:04,3288,6055
2016-04-2720:10:04,3517,11406
2016-04-2721:10:04,6958,8422
2016-04-2722:10:04,9645,3691
2016-04-2723:10:04,14294,2837
2016-04-2800:10:05,12842,3039
2016-04-2801:10:04,12905,3068
2016-04-2802:10:04,9640,2635
2016-04-2803:10:05,3925,2593
2016-04-2804:10:04,11480,2593
2016-04-2805:10:03,7691,2536
2016-04-2806:10:04,6872,2536
2016-04-2807:10:06,6946,2550
2016-04-2808:10:06,6439,2586
2016-04-2809:10:04,7610,5644
2016-04-2810:10:05,10226,7827
2016-04-2811:10:04,10383,8102
2016-04-2812:10:04,10259,11174
2016-04-2813:10:05,8981,4311
2016-04-2814:10:04,7541,3415
2016-04-2815:10:05,7163,2606
2016-04-2816:10:04,7160,1943
2016-04-2817:10:04,4958,9542
2016-04-2818:10:04,4958,5422
2016-04-2819:10:05,4775,4972
2016-04-2820:10:04,11175,2812
2016-04-2821:10:04,5174,2902
2016-04-2822:10:03,5140,3014
2016-04-2823:10:07,8859,6618
2016-04-2900:10:04,8956,3532
2016-04-2901:10:05,8977,3575
2016-04-2902:10:04,6581,3575
2016-04-2903:10:04,6665,3509
2016-04-2904:10:05,6589,3373
2016-04-2905:10:04,6589,3240
2016-04-2906:10:04,6552,3153
2016-04-2907:10:04,6555,2310
2016-04-2908:10:04,6384,2350
2016-04-2909:10:03,6520,5124
2016-04-2910:10:04,10314,5600
2016-04-2911:10:03,8205,8729
2016-04-2912:10:07,7364,6536
2016-04-2913:10:04,9686,3996
2016-04-2914:10:03,9579,4025
2016-04-2915:10:04,9570,4049
2016-04-2916:10:06,9411,4137
2016-04-2917:10:06,9597,5953
2016-04-2918:10:04,9638,5810
2016-04-2919:10:06,8371,3985
2016-04-2920:10:04,11047,4283
2016-04-2921:10:05,8417,2904
2016-04-2922:10:04,8465,3474
2016-04-2923:10:04,8544,14562
2016-04-3000:10:04,8616,3334
2016-04-3001:10:10,8713,3435
2016-04-3002:10:04,6701,10879
2016-04-3003:10:04,5916,7069
2016-04-3004:10:04,5922,6978
2016-04-3005:10:07,5919,6978
2016-04-3006:10:07,5744,3290
2016-04-3007:10:04,5871,3144
2016-04-3008:10:04,6328,4758
2016-04-3009:10:03,10974,5317
2016-04-3010:10:06,10555,10773
2016-04-3011:10:05,11374,7572
2016-04-3012:10:04,7279,14006
2016-04-3013:10:04,7003,13816
2016-04-3014:10:04,8871,5372
2016-04-3015:10:04,8198,4426
2016-04-3016:10:07,7369,4262
2016-04-3017:10:07,6725,4336
2016-04-3018:10:07,6728,5272
2016-04-3019:10:04,7290,4605
2016-04-3020:10:06,8186,9775
2016-04-3021:10:04,8136,10084
2016-04-3022:10:05,8124,9835
2016-04-3023:10:04,7069,7509
2016-05-0100:10:04,6871,5281
2016-05-0101:10:04,6866,5221
2016-05-0102:10:04,6818,2503
2016-05-0103:10:04,6771,2503
2016-05-0104:10:04,6778,2474
2016-05-0105:10:04,11416,2393
2016-05-0106:10:05,11455,2393
2016-05-0107:10:04,11338,5080
2016-05-0108:10:04,6657,8777
2016-05-0109:10:04,6675,8704
2016-05-0110:10:06,6836,4734
2016-05-0111:10:06,6923,4771
2016-05-0112:10:04,7068,4214
2016-05-0113:10:04,7111,3901
2016-05-0114:10:05,7119,3956
2016-05-0115:10:04,7060,3347
2016-05-0116:10:04,6985,3050
2016-05-0117:10:04,7105,4139
2016-05-0118:10:04,7102,2823
2016-05-0119:10:03,7161,2407
2016-05-0120:10:06,7245,2507
2016-05-0121:10:07,7357,2509
2016-05-0122:10:04,7462,2415
2016-05-0123:10:04,7411,2503
2016-05-0200:10:05,7477,2309
2016-05-0201:10:07,7489,2265
2016-05-0202:10:04,7481,2265
2016-05-0203:10:06,10193,2266
2016-05-0204:10:10,9495,2247
2016-05-0205:10:04,7420,2247
2016-05-0206:10:07,7320,2175
2016-05-0207:10:04,7234,2085
2016-05-0208:10:03,6834,5752
2016-05-0209:10:08,9435,5960
2016-05-0210:10:04,7361,6010
2016-05-0211:10:06,7291,5260
2016-05-0212:10:04,8194,11694
2016-05-0213:10:04,17918,3359
2016-05-0214:10:04,20883,2073
2016-05-0215:10:04,20354,2200
2016-05-0216:10:05,13087,2068
2016-05-0217:10:05,9431,1918
2016-05-0218:10:05,6554,1598
2016-05-0219:10:04,13563,1407
2016-05-0220:10:05,13370,1336
2016-05-0221:10:04,8507,1306
2016-05-0222:10:09,6647,3900
2016-05-0223:10:10,6666,2113
2016-05-0300:10:04,6631,3399
2016-05-0301:10:04,6668,3382
2016-05-0302:10:03,6586,4975
2016-05-0303:10:06,6606,4991
2016-05-0304:10:04,6560,3141
2016-05-0305:10:03,6504,3644
2016-05-0306:10:04,6546,2487
2016-05-0307:10:04,6906,1755
2016-05-0308:10:04,7346,1851
2016-05-0309:10:04,7764,6035
2016-05-0310:10:06,11368,5305
2016-05-0311:10:04,9242,2342
2016-05-0312:10:04,13607,2890
2016-05-0313:10:04,13687,2543
2016-05-0314:10:04,13750,5856
2016-05-0315:10:04,13437,5574
2016-05-0316:10:07,13705,3463
2016-05-0317:10:04,10678,1021
2016-05-0318:10:04,10462,1021
2016-05-0319:10:04,14961,1309
2016-05-0320:10:03,15096,7762
2016-05-0321:10:04,14737,7988
2016-05-0322:10:04,14637,1787
2016-05-0323:10:04,11581,5201
2016-05-0400:10:04,11617,5295
2016-05-0401:10:04,11629,5367
2016-05-0402:10:04,11608,5296
2016-05-0403:10:04,9988,1834
2016-05-0404:10:05,10006,1792
2016-05-0405:10:04,9976,1741
2016-05-0406:10:04,9963,1676
2016-05-0407:10:04,9753,1676
2016-05-0408:10:04,9800,1841
2016-05-0409:10:06,9487,3729
2016-05-0410:10:06,9831,4707
2016-05-0411:10:04,10109,5712
2016-05-0412:10:04,13945,7048
2016-05-0413:10:05,17266,5432
2016-05-0414:10:04,17322,4837
2016-05-0415:10:06,13577,8847
2016-05-0416:10:04,15986,8098
2016-05-0417:10:03,16020,5062
2016-05-0418:10:04,9898,5126
2016-05-0419:10:04,12729,8760
2016-05-0420:10:03,12918,8856
2016-05-0421:10:03,12940,3075
2016-05-0422:10:06,10197,2278
2016-05-0423:10:06,9961,2022
2016-05-0500:10:06,15706,1775
2016-05-0501:10:11,15618,1844
2016-05-0502:10:04,14148,1844
2016-05-0503:10:04,13535,1828
2016-05-0504:10:04,9808,1828
2016-05-0505:10:04,9686,1828
2016-05-0506:10:04,9761,1828
2016-05-0507:10:04,9783,9153
2016-05-0508:10:04,7545,8552
2016-05-0509:10:04,7925,10894
2016-05-0510:10:04,7568,9719
2016-05-0511:10:04,7688,10158
2016-05-0512:10:04,7221,8000
2016-05-0513:10:04,6591,7962
2016-05-0514:10:03,6581,5913
2016-05-0515:10:04,6540,6106
2016-05-0516:10:04,6976,5078
2016-05-0517:10:04,6909,2587
2016-05-0518:10:04,6894,2609
2016-05-0519:10:03,6821,2496
2016-05-0520:10:03,14135,2480
2016-05-0521:10:03,13962,2438
2016-05-0522:10:06,6422,2360
2016-05-0523:10:04,6639,2305
2016-05-0600:10:04,9267,7298
2016-05-0601:10:04,9024,7216
2016-05-0602:10:04,9029,8743
2016-05-0603:10:05,6408,7575
2016-05-0604:10:05,6344,2421
2016-05-0605:10:04,6325,2421
2016-05-0606:10:04,6319,2230
2016-05-0607:10:13,6298,2196
2016-05-0608:10:05,6268,2202
2016-05-0609:10:05,7249,7164
2016-05-0610:10:04,7511,5314
2016-05-0611:10:04,8765,4192
2016-05-0612:10:07,7270,1882
2016-05-0613:10:04,6796,5620
2016-05-0614:10:04,6492,5791
2016-05-0615:10:04,6491,5738
2016-05-0616:10:04,6609,5370
2016-05-0617:10:05,6665,5422
2016-05-0618:10:04,6696,4400
2016-05-0619:10:04,6253,4357
2016-05-0620:10:04,6216,3480
2016-05-0621:10:04,6149,3475
2016-05-0622:10:05,6374,3650
2016-05-0623:10:04,6527,1498
2016-05-0700:10:04,7711,1296
2016-05-0701:10:05,7596,1303
2016-05-0702:10:05,5852,1275
2016-05-0703:10:04,10986,1214
2016-05-0704:10:05,6073,1158
2016-05-0705:10:04,5928,1009
2016-05-0706:10:05,5203,976
2016-05-0707:10:04,5274,933
2016-05-0708:10:04,5196,933
2016-05-0709:10:04,5430,861
2016-05-0710:10:04,12431,1657
2016-05-0711:10:04,12304,2012
2016-05-0712:10:05,12140,1881
2016-05-0713:10:04,12206,4724
2016-05-0714:10:06,12241,1462
2016-05-0715:10:05,9409,1582
2016-05-0716:10:04,9381,1430
2016-05-0717:10:04,5753,1158
2016-05-0718:10:04,5717,1104
2016-05-0719:10:04,5702,701
2016-05-0720:10:04,5809,889
2016-05-0721:10:05,5914,894
2016-05-0722:10:05,6804,881
2016-05-0723:10:04,6890,851
2016-05-0800:10:05,6203,850
2016-05-0801:10:11,6197,870
2016-05-0802:10:04,6221,5981
2016-05-0803:10:04,6221,19747
2016-05-0804:10:04,6170,866
2016-05-0805:10:04,6163,866
2016-05-0806:10:06,6170,866
2016-05-0807:10:04,5989,866
2016-05-0808:10:07,6006,861
2016-05-0809:10:05,6673,8150
2016-05-0810:10:04,6571,8960
2016-05-0811:10:04,6634,11517
2016-05-0812:10:06,6525,6488
2016-05-0813:10:04,6512,5991
2016-05-0814:10:05,6364,10666
2016-05-0815:10:04,6410,7629
2016-05-0816:10:04,6350,7629
2016-05-0817:10:05,5911,6552
2016-05-0818:10:05,5786,6265
2016-05-0819:10:06,5655,6140
2016-05-0820:10:04,5763,4698
2016-05-0821:10:04,5815,2898
2016-05-0822:10:04,5699,2645
2016-05-0823:10:04,5602,5756
2016-05-0900:10:04,5607,5042
2016-05-0901:10:04,5632,5042
2016-05-0902:10:04,5618,2961
2016-05-0903:10:04,5669,2896
2016-05-0904:10:05,5669,808
2016-05-0905:10:05,5731,808
2016-05-0906:10:04,5657,808
2016-05-0907:10:04,5675,808
2016-05-0908:10:04,5548,3329
2016-05-0909:10:03,5434,3517
2016-05-0910:10:07,5570,4114
2016-05-0911:10:04,5379,5270
2016-05-0912:10:05,5055,6525
2016-05-0913:10:04,5151,7085
2016-05-0914:10:04,4984,6962
2016-05-0915:10:04,4180,4374
2016-05-0916:10:06,10084,6029
2016-05-0917:10:04,14599,3146
2016-05-0918:10:04,10517,1904
2016-05-0919:10:04,8899,1815
2016-05-0920:10:06,9045,1825
2016-05-0921:10:05,7307,648
2016-05-0922:10:06,4370,678
2016-05-0923:10:03,4417,624
2016-05-1000:10:04,4381,659
2016-05-1001:10:14,4363,602
2016-05-1002:10:04,4335,10578
2016-05-1003:10:04,4347,633
2016-05-1004:10:03,4317,1634
2016-05-1005:10:04,4281,1634
2016-05-1006:10:04,4206,5233
2016-05-1007:10:05,4212,5233
2016-05-1008:10:04,4264,5450
2016-05-1009:10:04,9362,4906
2016-05-1010:10:06,9516,9583
2016-05-1011:10:04,9637,4931
2016-05-1012:10:04,4646,4020
2016-05-1013:10:03,4611,3708
2016-05-1014:10:06,4609,4280
2016-05-1015:10:05,4534,3235
2016-05-1016:10:04,12570,3194
2016-05-1017:10:04,12164,1073
2016-05-1018:10:04,5803,6496
2016-05-1019:10:05,4217,6401
2016-05-1020:10:04,4297,4154
2016-05-1021:10:04,3853,4111
2016-05-1022:10:04,3805,1049
2016-05-1023:10:05,3759,586
2016-05-1100:10:05,3775,620
2016-05-1101:10:04,3757,620
2016-05-1102:10:04,3759,620
2016-05-1103:10:04,3746,4426
2016-05-1104:10:04,5480,5750
2016-05-1105:10:06,4127,5750
2016-05-1106:10:04,4052,694
2016-05-1107:10:05,4112,694
2016-05-1108:10:04,4171,694
2016-05-1109:10:04,4392,1754
2016-05-1110:10:04,7873,5492
2016-05-1111:10:04,8569,6059
2016-05-1112:10:04,8148,9142
2016-05-1113:10:05,8232,4271
2016-05-1114:10:08,7564,7330
2016-05-1115:10:05,7050,7047
2016-05-1116:10:05,6780,4567
2016-05-1117:10:04,3855,2404
2016-05-1118:10:05,3921,2462
2016-05-1119:10:04,4017,3359
2016-05-1120:10:05,7558,1996
2016-05-1121:10:04,7723,1266
2016-05-1122:10:13,4467,1109
2016-05-1123:10:06,4623,5033
2016-05-1200:10:04,4683,5078
2016-05-1201:10:04,4608,5078
2016-05-1202:10:07,4610,871
2016-05-1203:10:04,4579,871
2016-05-1204:10:06,8429,871
2016-05-1205:10:04,5219,871
2016-05-1206:10:06,4476,871
2016-05-1207:10:07,5830,691
2016-05-1208:10:07,11955,748
2016-05-1209:10:05,6906,3040
2016-05-1210:10:04,4848,2861
2016-05-1211:10:04,5011,2792
2016-05-1212:10:04,4920,1638
2016-05-1213:10:04,5017,2525
2016-05-1214:10:04,5507,5985
2016-05-1215:10:07,5941,5974
2016-05-1216:10:04,6108,2245
2016-05-1217:10:06,6174,2469
2016-05-1218:10:05,5551,2497
2016-05-1219:10:04,8326,2637
2016-05-1220:10:05,11138,2701
2016-05-1221:10:07,8146,1781
2016-05-1222:10:04,17622,8170
2016-05-1223:10:04,11858,1715
2016-05-1300:10:07,12499,1616
2016-05-1301:10:04,12527,1692
2016-05-1302:10:04,8175,1692
2016-05-1303:10:04,8175,1662
2016-05-1304:10:04,8175,1662
2016-05-1305:10:03,8177,1558
2016-05-1306:10:05,8125,1558
2016-05-1307:10:06,8194,1456
2016-05-1308:10:04,8263,1456
2016-05-1309:10:05,8022,1828
2016-05-1310:10:04,7943,2589
2016-05-1311:10:04,8246,8278
2016-05-1312:10:05,8375,7739
2016-05-1313:10:06,8430,1760
2016-05-1314:10:04,8502,1804
2016-05-1315:10:04,8456,1745
2016-05-1316:10:03,8553,1693
2016-05-1317:10:03,7881,1530
2016-05-1318:10:04,5473,550
2016-05-1319:10:03,5397,576
2016-05-1320:10:04,5653,842
2016-05-1321:10:04,5705,5118
2016-05-1322:10:06,17446,874
2016-05-1323:10:04,11204,871
2016-05-1400:10:05,11003,4757
2016-05-1401:10:04,10955,4757
2016-05-1402:10:03,7132,4161
2016-05-1403:10:04,6103,4306
2016-05-1404:10:04,5881,4211
2016-05-1405:10:04,5870,899
2016-05-1406:10:04,5870,899
2016-05-1407:10:10,5945,865
2016-05-1408:10:04,5918,1930
2016-05-1409:10:03,5960,3696
2016-05-1410:10:03,5984,20080
2016-05-1411:10:04,5682,5003
2016-05-1412:10:04,5755,7147
2016-05-1413:10:05,5856,5794
2016-05-1414:10:04,5888,5754
2016-05-1415:10:03,8419,3068
2016-05-1416:10:03,8489,3155
2016-05-1417:10:06,5977,7418
2016-05-1418:10:04,6105,982
2016-05-1419:10:03,6692,5594
2016-05-1420:10:06,11556,8653
2016-05-1421:10:06,11765,8694
2016-05-1422:10:04,11542,7256
2016-05-1423:10:04,7593,1508
2016-05-1500:10:04,7618,1493
2016-05-1501:10:04,7696,1508
2016-05-1502:10:04,7703,2624
2016-05-1503:10:04,7641,2575
2016-05-1504:10:07,7649,2405
2016-05-1505:10:04,7650,2327
2016-05-1506:10:06,7654,880
2016-05-1507:10:04,7543,880
2016-05-1508:10:03,7876,1664
2016-05-1509:10:04,13564,1328
2016-05-1510:10:04,13655,1312
2016-05-1511:10:05,9916,2622
2016-05-1512:10:04,9154,4049
2016-05-1513:10:03,9132,2540
2016-05-1514:10:04,13900,5432
2016-05-1515:10:04,16528,1780
2016-05-1516:10:04,13579,1769
2016-05-1517:10:04,13559,1768
2016-05-1518:10:03,13719,1815
2016-05-1519:10:06,13702,5362
2016-05-1520:10:04,12639,5289
2016-05-1521:10:05,12742,4118
2016-05-1522:10:05,11354,1262
2016-05-1523:10:04,11617,1375
2016-05-1600:10:04,16604,1375
2016-05-1601:10:06,16412,1375
2016-05-1602:10:04,18818,5388
2016-05-1603:10:05,12418,5388
2016-05-1604:10:05,9032,5388
2016-05-1605:10:04,9033,5388
2016-05-1606:10:04,9019,992
2016-05-1607:10:03,8968,992
2016-05-1608:10:04,8997,920
2016-05-1609:10:04,11522,1738
2016-05-1610:10:03,10285,1861
2016-05-1611:10:04,9797,5734
2016-05-1612:10:04,10168,6112
2016-05-1613:10:06,9786,1869
2016-05-1614:10:05,12069,1784
2016-05-1615:10:03,11464,9270
2016-05-1616:10:04,15177,4692
2016-05-1617:10:04,12207,7114
2016-05-1618:10:05,10953,5487
2016-05-1619:10:06,10207,5257
2016-05-1620:10:04,10763,17618
2016-05-1621:10:05,12970,18473
2016-05-1622:10:05,23525,13100
2016-05-1623:10:04,23525,16677
2016-05-1700:10:05,18251,8785
2016-05-1701:10:05,18306,8798
2016-05-1702:10:05,13616,5123
2016-05-1703:10:05,9727,2032
2016-05-1704:10:04,9650,2032
2016-05-1705:10:04,9098,2014
2016-05-1706:10:04,9093,4303
2016-05-1707:10:03,9089,6059
2016-05-1708:10:05,8971,6049
2016-05-1709:10:05,9273,5023
2016-05-1710:10:04,13664,5607
2016-05-1711:10:03,13946,6115
2016-05-1712:10:04,10943,5361
2016-05-1713:10:04,10397,3819
2016-05-1714:10:05,9788,3939
2016-05-1715:10:04,8834,3842
2016-05-1716:10:04,8568,2250
2016-05-1717:10:04,8686,2250
2016-05-1718:10:04,8422,1397
2016-05-1719:10:07,8819,1357
2016-05-1720:10:03,15681,1263
2016-05-1721:10:05,8038,3406
2016-05-1722:10:04,11684,5200
2016-05-1723:10:04,12577,4513
2016-05-1800:10:04,8514,3133
2016-05-1801:10:04,8309,3037
2016-05-1802:10:04,8328,2768
2016-05-1803:10:04,8067,2768
2016-05-1804:10:05,7960,2768
2016-05-1805:10:04,7962,2732
2016-05-1806:10:04,11243,2161
2016-05-1807:10:03,11590,2199
2016-05-1808:10:04,12228,1997
2016-05-1809:10:04,12367,4230
2016-05-1810:10:04,12237,12870
2016-05-1811:10:04,11105,13755
2016-05-1812:10:04,11375,13497
2016-05-1813:10:05,10085,11966
2016-05-1814:10:06,13087,16733
2016-05-1815:10:05,15945,16288
2016-05-1816:10:04,12685,15051
2016-05-1817:10:04,17647,14658
